galaxy_ID,Mb,Md,Mh_r90,Mh_2r90,Mh_3r90,M_HI,M_HII,Mtot_r90,Mtot_2r90,Mtot_3r90,NSA_Mstar,M_h1,M_h2,Mtot_(star_HI_Hii)
12046-1902,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-9999.0,nan,nan,nan
12046-3701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-9999.0,nan,nan,nan
12046-3702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-9999.0,nan,nan,nan
12046-3703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-9999.0,nan,nan,nan
12046-3704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-9999.0,nan,nan,nan
12046-6101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-9999.0,nan,nan,nan
12046-6102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-9999.0,nan,nan,nan
12046-6103,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-9999.0,nan,nan,nan
12046-6104,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-9999.0,nan,nan,nan
12046-9101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-9999.0,nan,nan,nan
12046-9102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-9999.0,nan,nan,nan
12047-12701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-9999.0,nan,nan,nan
12047-12702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-9999.0,nan,nan,nan
12047-12703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-9999.0,nan,nan,nan
12047-12704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-9999.0,nan,nan,nan
12047-12705,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-9999.0,nan,nan,nan
12047-1901,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-9999.0,nan,nan,nan
12047-1902,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-9999.0,nan,nan,nan
12047-3701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-9999.0,nan,nan,nan
12047-3702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-9999.0,nan,nan,nan
12047-3703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-9999.0,nan,nan,nan
12047-3704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-9999.0,nan,nan,nan
12047-6101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-9999.0,nan,nan,nan
12047-6102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-9999.0,nan,nan,nan
12047-6103,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-9999.0,nan,nan,nan
12047-6104,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-9999.0,nan,nan,nan
12047-9101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-9999.0,nan,nan,nan
12047-9102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-9999.0,nan,nan,nan
12048-12701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-9999.0,nan,nan,nan
12048-12702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-9999.0,nan,nan,nan
12048-12703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-9999.0,nan,nan,nan
12048-12704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-9999.0,nan,nan,nan
12048-12705,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-9999.0,nan,nan,nan
12048-1901,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-9999.0,nan,nan,nan
12048-1902,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-9999.0,nan,nan,nan
12048-3701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-9999.0,nan,nan,nan
12048-3702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-9999.0,nan,nan,nan
12048-3703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-9999.0,nan,nan,nan
12048-3704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-9999.0,nan,nan,nan
12048-6101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-9999.0,nan,nan,nan
12048-6102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-9999.0,nan,nan,nan
12048-6103,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-9999.0,nan,nan,nan
12048-6104,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-9999.0,nan,nan,nan
12048-9101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-9999.0,nan,nan,nan
12048-9102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-9999.0,nan,nan,nan
12049-12701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-9999.0,nan,nan,nan
12049-12702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-9999.0,nan,nan,nan
12049-12703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-9999.0,nan,nan,nan
12049-12704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-9999.0,nan,nan,nan
12049-12705,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-9999.0,nan,nan,nan
12049-1901,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-9999.0,nan,nan,nan
12049-1902,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-9999.0,nan,nan,nan
12049-3701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-9999.0,nan,nan,nan
12049-3702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-9999.0,nan,nan,nan
12049-3703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-9999.0,nan,nan,nan
12049-3704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-9999.0,nan,nan,nan
12049-6101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-9999.0,nan,nan,nan
12049-6102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-9999.0,nan,nan,nan
12049-6103,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-9999.0,nan,nan,nan
12049-6104,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-9999.0,nan,nan,nan
12049-9101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-9999.0,nan,nan,nan
12049-9102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-9999.0,nan,nan,nan
12050-12701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-9999.0,nan,nan,nan
12050-12702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-9999.0,nan,nan,nan
12050-12703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-9999.0,nan,nan,nan
12050-12704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-9999.0,nan,nan,nan
12050-12705,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-9999.0,nan,nan,nan
12050-1901,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-9999.0,nan,nan,nan
12050-1902,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-9999.0,nan,nan,nan
12050-3701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-9999.0,nan,nan,nan
12050-3702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-9999.0,nan,nan,nan
12050-3703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-9999.0,nan,nan,nan
12050-3704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-9999.0,nan,nan,nan
12050-6101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-9999.0,nan,nan,nan
12050-6102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-9999.0,nan,nan,nan
12050-6103,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-9999.0,nan,nan,nan
12050-6104,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-9999.0,nan,nan,nan
12050-9101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-9999.0,nan,nan,nan
12050-9102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-9999.0,nan,nan,nan
12066-12701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28305900000.0,nan,nan,nan
12066-12702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2646570800.0,nan,nan,nan
12066-12703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5329426000.0,nan,nan,nan
12066-12704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,838155800.0,nan,nan,nan
12066-12705,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,41642850000.0,nan,nan,nan
12066-1901,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5579472400.0,nan,nan,nan
12066-1902,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,742926340.0,nan,nan,nan
12066-3701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,16638307000.0,nan,nan,nan
12066-3702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,149482730000.0,nan,nan,nan
12066-3703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9979936000.0,nan,nan,nan
12066-3704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12411639000.0,nan,nan,nan
12066-6101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,26224153000.0,nan,nan,nan
12066-6102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,44282410000.0,nan,nan,nan
12066-6103,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,15559321000.0,nan,nan,nan
12066-6104,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2655875000.0,nan,nan,nan
12066-9101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18949978000.0,nan,nan,nan
12066-9102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13124814000.0,nan,nan,nan
12067-12701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,87995200000.0,nan,nan,nan
12067-12702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,55952417000.0,nan,nan,nan
12067-12703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,20397885000.0,nan,nan,nan
12067-12704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,59251364000.0,nan,nan,nan
12067-12705,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,43848670000.0,nan,nan,nan
12067-1901,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3934253300.0,nan,nan,nan
12067-1902,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,50852532000.0,nan,nan,nan
12067-3701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12243702000.0,nan,nan,nan
12067-3702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,75979030000.0,nan,nan,nan
12067-3703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3057500400.0,nan,nan,nan
12067-3704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28055964000.0,nan,nan,nan
12067-6101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12995615000.0,nan,nan,nan
12067-6102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,63858270000.0,nan,nan,nan
12067-6103,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,143950360000.0,nan,nan,nan
12067-6104,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12452489000.0,nan,nan,nan
12067-9101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1808337200.0,nan,nan,nan
12067-9102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,107982300000.0,nan,nan,nan
12068-12701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1063437700.0,nan,nan,nan
12068-12702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,144831840000.0,nan,nan,nan
12068-12703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19986120000.0,nan,nan,nan
12068-12704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1644863100.0,nan,nan,nan
12068-12705,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,26526833000.0,nan,nan,nan
12068-1902,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,36378194000.0,nan,nan,nan
12068-3701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,192789410000.0,nan,nan,nan
12068-3703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1613543400.0,nan,nan,nan
12068-3704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1787272800.0,nan,nan,nan
12068-6101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,175735540000.0,nan,nan,nan
12068-6102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,73802300000.0,nan,nan,nan
12068-6104,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,83457090000.0,nan,nan,nan
12068-9101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18601800000.0,nan,nan,nan
12068-9102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,62042145000.0,nan,nan,nan
12069-12701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2094585900.0,nan,nan,nan
12069-12702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1045667400.0,nan,nan,nan
12069-12703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,146793640000.0,nan,nan,nan
12069-12704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,46941590000.0,nan,nan,nan
12069-12705,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18605908000.0,nan,nan,nan
12069-1902,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1742651800.0,nan,nan,nan
12069-3701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,117575740000.0,nan,nan,nan
12069-3703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,92388420000.0,nan,nan,nan
12069-3704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,85286740000.0,nan,nan,nan
12069-6101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,71455244000.0,nan,nan,nan
12069-6102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14618009000.0,nan,nan,nan
12069-6104,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,89883165000.0,nan,nan,nan
12069-9101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28570802000.0,nan,nan,nan
12069-9102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,87383680000.0,nan,nan,nan
12070-12701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1068314200.0,nan,nan,nan
12070-12702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,15110231000.0,nan,nan,nan
12070-12703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,67025060000.0,nan,nan,nan
12070-12704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11568226000.0,nan,nan,nan
12070-12705,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,130393145000.0,nan,nan,nan
12070-1901,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,40877630000.0,nan,nan,nan
12070-1902,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,34509476000.0,nan,nan,nan
12070-3701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,25911650000.0,nan,nan,nan
12070-3702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2707832800.0,nan,nan,nan
12070-3703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,96087480000.0,nan,nan,nan
12070-3704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4182774800.0,nan,nan,nan
12070-6101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,39921850000.0,nan,nan,nan
12070-6102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,30950506000.0,nan,nan,nan
12070-6103,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5647403000.0,nan,nan,nan
12070-6104,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,487452320.0,nan,nan,nan
12070-9101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3199839000.0,nan,nan,nan
12070-9102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,29570310000.0,nan,nan,nan
12071-12701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12678026000.0,nan,nan,nan
12071-12702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,26802342000.0,nan,nan,nan
12071-12703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,45727380000.0,nan,nan,nan
12071-12704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5055714000.0,nan,nan,nan
12071-12705,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,81168550000.0,nan,nan,nan
12071-1901,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,27765373000.0,nan,nan,nan
12071-1902,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1729149800.0,nan,nan,nan
12071-3701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5793874000.0,nan,nan,nan
12071-3702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6889658000.0,nan,nan,nan
12071-3703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,23739752000.0,nan,nan,nan
12071-3704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5901935600.0,nan,nan,nan
12071-6101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,23032596000.0,nan,nan,nan
12071-6102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4189966800.0,nan,nan,nan
12071-6103,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,91461220000.0,nan,nan,nan
12071-6104,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,95876790000.0,nan,nan,nan
12071-9101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2498164700.0,nan,nan,nan
12071-9102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,733524600.0,nan,nan,nan
12073-12703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2479150600.0,nan,nan,nan
12073-12704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4347819500.0,nan,nan,nan
12073-12705,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,143014840000.0,nan,nan,nan
12073-1902,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10092747000.0,nan,nan,nan
12073-3703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10911514000.0,nan,nan,nan
12073-3704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13070586000.0,nan,nan,nan
12073-6104,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,34502287000.0,nan,nan,nan
12073-9102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,166752490000.0,nan,nan,nan
12074-12701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,700306000.0,nan,nan,nan
12074-12702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1704109000.0,nan,nan,nan
12074-12703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,27879692000.0,nan,nan,nan
12074-12704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,37798180000.0,nan,nan,nan
12074-12705,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3476886800.0,nan,nan,nan
12074-1902,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,713688600.0,nan,nan,nan
12074-3701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7183811600.0,nan,nan,nan
12074-3703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5271477000.0,nan,nan,nan
12074-3704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6713863700.0,nan,nan,nan
12074-6101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14570849000.0,nan,nan,nan
12074-6102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,82376040000.0,nan,nan,nan
12074-6104,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6521917400.0,nan,nan,nan
12074-9101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,39151297000.0,nan,nan,nan
12074-9102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,15440611000.0,nan,nan,nan
12075-12701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,147937210000.0,nan,nan,nan
12075-12702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10060633000.0,nan,nan,nan
12075-12703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2714458000.0,nan,nan,nan
12075-12704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,85881670000.0,nan,nan,nan
12075-12705,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3287601700.0,nan,nan,nan
12075-1901,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10562890000.0,nan,nan,nan
12075-1902,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1084678100.0,nan,nan,nan
12075-3701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7135699000.0,nan,nan,nan
12075-3702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9232981000.0,nan,nan,nan
12075-3703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10514850000.0,nan,nan,nan
12075-3704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,705730940.0,nan,nan,nan
12075-6101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13582102000.0,nan,nan,nan
12075-6102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7067638300.0,nan,nan,nan
12075-6103,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10136795000.0,nan,nan,nan
12075-6104,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13045018000.0,nan,nan,nan
12075-9101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,143311570000.0,nan,nan,nan
12075-9102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11436539000.0,nan,nan,nan
12078-12701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7090252300.0,nan,nan,nan
12078-12702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,23518190000.0,nan,nan,nan
12078-12703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,27379984000.0,nan,nan,nan
12078-12704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,170235770000.0,nan,nan,nan
12078-12705,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5992356400.0,nan,nan,nan
12078-1901,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,909862340.0,nan,nan,nan
12078-1902,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5881187000.0,nan,nan,nan
12078-3701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5214590000.0,nan,nan,nan
12078-3702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-9999.0,nan,nan,nan
12078-3703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4688520000.0,nan,nan,nan
12078-3704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13359887000.0,nan,nan,nan
12078-6101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,76406730000.0,nan,nan,nan
12078-6102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,60140126000.0,nan,nan,nan
12078-6103,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,15970140000.0,nan,nan,nan
12078-6104,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2017911600.0,nan,nan,nan
12078-9101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28336409000.0,nan,nan,nan
12078-9102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,115562730000.0,nan,nan,nan
12079-12701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4475508700.0,nan,nan,nan
12079-12702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10275701000.0,nan,nan,nan
12079-12703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2899352000.0,nan,nan,nan
12079-12704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1727603800.0,nan,nan,nan
12079-12705,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17693936000.0,nan,nan,nan
12079-1902,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,26502394000.0,nan,nan,nan
12079-3701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2271548200.0,nan,nan,nan
12079-3703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9432752000.0,nan,nan,nan
12079-3704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,41418480000.0,nan,nan,nan
12079-6101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,39054193000.0,nan,nan,nan
12079-6102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3278815500.0,nan,nan,nan
12079-6104,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,115757520000.0,nan,nan,nan
12079-9101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,25779288000.0,nan,nan,nan
12079-9102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,55300653000.0,nan,nan,nan
12080-12701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,33003817000.0,nan,nan,nan
12080-12702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1544088600.0,nan,nan,nan
12080-12703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4120287500.0,nan,nan,nan
12080-12704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6752311300.0,nan,nan,nan
12080-12705,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,29169474000.0,nan,nan,nan
12080-1901,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4505981400.0,nan,nan,nan
12080-1902,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,669629100.0,nan,nan,nan
12080-3701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7560003600.0,nan,nan,nan
12080-3702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5906404000.0,nan,nan,nan
12080-3703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5971518500.0,nan,nan,nan
12080-3704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6676619300.0,nan,nan,nan
12080-6101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5414392300.0,nan,nan,nan
12080-6102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6367326700.0,nan,nan,nan
12080-6103,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10243149000.0,nan,nan,nan
12080-6104,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7579117600.0,nan,nan,nan
12080-9101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3142467300.0,nan,nan,nan
12080-9102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,943089700.0,nan,nan,nan
12081-12701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,36989374000.0,nan,nan,nan
12081-12702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6162626000.0,nan,nan,nan
12081-12703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4727237600.0,nan,nan,nan
12081-12704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3598185200.0,nan,nan,nan
12081-12705,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3699755800.0,nan,nan,nan
12081-1901,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5623909400.0,nan,nan,nan
