# %ECSV 0.9
# ---
# datatype:
# - {name: MaNGA_plate, datatype: int64}
# - {name: MaNGA_IFU, datatype: int64}
# - {name: NSAID, datatype: int64}
# - {name: ra, unit: deg, datatype: float64}
# - {name: dec, unit: deg, datatype: float64}
# - {name: redshift, datatype: float64}
# - {name: ba, datatype: float64}
# - {name: phi, unit: deg, datatype: float64}
# - {name: Mstar, unit: solMass, datatype: float64}
# - {name: rabsmag, datatype: float64}
# - {name: plate, datatype: int64}
# - {name: MJD, datatype: int64}
# - {name: fiberID, datatype: int64}
# - {name: index, datatype: int64}
# - {name: imc, datatype: float64}
# - {name: aimc, datatype: float64}
# - {name: smoothness_score, datatype: float64}
# - {name: logHI, unit: dex(solMass), datatype: float64}
# - {name: WF50, unit: km / s, datatype: float64}
# - {name: WP20, unit: km / s, datatype: float64}
# meta: !!omap
# - __serialized_columns__:
#     Mstar:
#       __class__: astropy.units.quantity.Quantity
#       unit: !astropy.units.Unit {unit: solMass}
#       value: !astropy.table.SerializedColumn {name: Mstar}
#     WF50:
#       __class__: astropy.units.quantity.Quantity
#       unit: !astropy.units.Unit {unit: km / s}
#       value: !astropy.table.SerializedColumn {name: WF50}
#     WP20:
#       __class__: astropy.units.quantity.Quantity
#       unit: !astropy.units.Unit {unit: km / s}
#       value: !astropy.table.SerializedColumn {name: WP20}
#     dec:
#       __class__: astropy.units.quantity.Quantity
#       unit: &id001 !astropy.units.Unit {unit: deg}
#       value: !astropy.table.SerializedColumn {name: dec}
#     logHI:
#       __class__: astropy.units.function.logarithmic.Dex
#       unit: !astropy.units.Unit {unit: dex(solMass)}
#       value: !astropy.table.SerializedColumn {name: logHI}
#     phi:
#       __class__: astropy.units.quantity.Quantity
#       unit: *id001
#       value: !astropy.table.SerializedColumn {name: phi}
#     ra:
#       __class__: astropy.units.quantity.Quantity
#       unit: *id001
#       value: !astropy.table.SerializedColumn {name: ra}
# schema: astropy-2.0
MaNGA_plate MaNGA_IFU NSAID ra dec redshift ba phi Mstar rabsmag plate MJD fiberID index imc aimc smoothness_score logHI WF50 WP20
9512 9101 648312 139.20845782 0.572708373011 0.0283994 0.370294 86.1867 11447300000.0 -19.8428 472 51955 542 183106 2.0 19.18 0.7405017002023381 9.9399995803833 372.4777241053969 236.8355471190385
9512 12701 57204 138.068277714 0.932291576054 0.0541662 0.41166 178.658 17331100000.0 -20.553 472 51955 377 184147 2.0 42.69 0.4525164879823947 -999.0 -1096.191034272106 -1096.191034272106
9512 6102 57252 139.357446976 1.28834321419 0.0555551 0.758686 133.755 26990700000.0 -20.6701 472 51955 601 386391 1.0 1.0 1.7025604383680555 nan nan nan
9512 6104 57328 140.065052015 1.28884026262 0.0174873 0.88154 79.1882 4661910000.0 -18.7751 473 51929 146 386398 1.0 1.0 2.3089673709564695 -999.0 -2116.035241231757 -2116.035241231757
9512 3703 57311 140.292939675 1.47274088487 0.0163325 0.823527 167.417 4499400000.0 -18.7744 473 51929 114 281066 1.0 2.0 1.352004385522371 -999.0 -1761.04419396963 -1761.04419396963
9512 9102 57294 140.138730952 0.721057981925 0.0171996 0.976224 34.0086 780286000.0 -17.3902 473 51929 84 78564 2.0 26.74 1.5030502346535204 -999.0 -4608.695422174703 -4608.695422174703
9512 1901 57219 138.017963726 0.421797930147 0.0546546 0.711809 120.605 20785900000.0 -20.4539 472 51955 440 183078 1.0 1.0 2.2893593304917896 -999.0 -1422.3210205315859 -1422.3210205315859
9512 3702 57084 137.828824317 2.01902291158 0.0553869 0.549466 129.395 22363600000.0 -20.5468 471 51924 542 388045 1.0 1.0 1.3521623189470409 -999.0 -1195.6681954526819 -1195.6681954526819
9512 6103 57330 139.925621433 1.32580919267 0.0164953 0.496698 123.055 1144370000.0 -17.3649 473 51929 148 386395 2.0 23.01 1.3153897900602003 -999.0 -1151.0231831051644 -1151.0231831051644
9512 3704 57214 138.151260682 0.309491009543 0.0544089 0.752604 69.8654 20410700000.0 -20.6383 472 51955 432 73462 2.0 25.85 0.5921874196905839 -999.0 -1517.1455661242042 -1517.1455661242042
8262 1901 273372 182.857363346 44.4360205784 0.023141 0.830571 56.5428 1780450000.0 -18.0967 1370 53090 204 1229379 2.0 37.17 0.7406819152832032 nan nan nan
8262 6103 298223 184.738555868 43.6122656322 0.0239903 0.566354 24.0231 22980000000.0 -20.4871 1450 53120 623 1300897 1.0 1.0 2.310756023476112 nan nan nan
8262 3704 298199 184.386458684 43.7574062716 0.0241249 0.448676 0.760818 624769000.0 -17.429 1450 53120 583 1240649 2.0 34.1 1.0929220547020213 nan nan nan
8262 3702 273309 183.659830148 43.5362116712 0.0242308 0.80478 146.513 10112900000.0 -19.9838 1370 53090 109 1278115 2.0 38.6 0.36283466280144544 nan nan nan
8262 12701 298713 184.82728608 43.2368560313 0.0237878 0.225812 59.2484 6859870000.0 -19.2169 1452 53112 337 1299297 2.0 21.11 0.6968568482806692 nan nan nan
8262 9102 628068 184.55356586 44.1732422277 0.0245271 0.778919 112.363 16635900000.0 -20.812 1370 53090 41 1242507 2.0 153.04 0.5845774342724271 nan nan nan
8262 6104 273730 184.684745965 44.7811864098 0.0383413 0.720784 124.77 68859500000.0 -21.7625 1371 52821 261 1244650 1.0 1.0 2.0037382474960723 nan nan nan
8262 3703 273744 184.849710691 44.0416082692 0.0674393 0.830208 82.0506 40296900000.0 -21.2904 1371 52821 294 1227400 2.0 22.67 0.5997969214595965 nan nan nan
8262 6102 298733 185.570458171 43.7363524528 0.0480502 0.781522 22.1704 15429000000.0 -20.1003 1452 53112 367 1300906 1.0 1.0 1.9386960216801812 nan nan nan
8262 9101 273273 184.543787493 44.4004596628 0.0382552 0.786571 161.602 59344100000.0 -21.6014 1370 53090 49 1229418 1.0 1.0 0.5621577022013923 nan nan nan
8262 12702 273748 184.604215096 44.3072655269 0.0386184 0.425856 111.169 2096080000.0 -18.6911 1371 52821 300 1242509 2.0 44.29 0.6745195232453893 nan nan nan
8262 12704 273805 185.475057031 45.2676796139 0.0484877 0.544527 52.451 9397960000.0 -20.2368 1371 52821 397 1234401 2.0 48.79 0.44092348888746147 nan nan nan
8262 6101 298198 184.665194583 43.5387237164 0.0239188 0.645002 16.7429 1973660000.0 -18.5863 1450 53120 582 1278139 2.0 89.88 0.9002817056160404 nan nan nan
8262 12705 273706 185.498162169 44.1456571735 0.0747263 0.374312 40.324 47517600000.0 -21.4689 1371 52821 215 1227410 2.0 20.29 0.7167594489558549 nan nan nan
8262 12703 273664 186.659041558 44.9214107215 0.040539 0.942457 164.117 2801090000.0 -19.2511 1371 52821 152 1231964 2.0 61.11 0.8700747043416688 nan nan nan
8262 3701 273367 183.578982171 43.5352793132 0.0241132 0.460173 138.831 2831640000.0 -18.7787 1370 53090 198 1278114 2.0 125.15 0.9028407622148646 nan nan nan
8262 1902 298214 184.521660366 43.0869854389 0.0379261 0.624807 143.614 1355630000.0 -18.705 1450 53120 600 1277114 2.0 109.32 1.0328200873276943 nan nan nan
9182 12702 46725 118.279420717 39.7443685145 0.0279902 0.333852 8.42905 14375100000.0 -20.1308 435 51882 98 192397 2.0 27.88 0.6597643572462192 nan nan nan
9182 12704 76632 120.03912 40.42405 0.0739662 0.397657 114.02 48532100000.0 -21.2903 545 52202 349 438599 1.0 1.0 1.632535478930957 nan nan nan
9182 9102 76543 121.35772 40.1783 0.0282895 0.550724 138.821 16874800000.0 -20.3456 545 52202 172 436815 2.0 23.57 0.1559503924462103 nan nan nan
9182 6104 76696 121.28712241 40.591549626 0.0262901 0.650628 133.869 21195000000.0 -20.4171 545 52202 487 371346 1.0 1.0 1.1992765621777022 nan nan nan
9182 3703 76539 121.272409223 40.1745641954 0.0500956 0.793397 169.481 62955700000.0 -21.6761 545 52202 166 436813 1.0 0.0 1.0257775410790007 nan nan nan
9182 6102 76315 119.486337418 39.9933651629 0.0657771 0.915883 155.826 32858900000.0 -21.2021 544 52201 370 372877 2.0 0.0 2.0828550826671512 nan nan nan
9182 12705 76549 121.131993204 39.9385738013 0.0409691 0.414024 149.061 4757050000.0 -19.1574 545 52202 184 436806 2.0 36.02 0.8659160137176514 nan nan nan
9182 12703 46729 118.77452696 40.0412963514 0.0687765 0.688799 134.853 40316000000.0 -21.2698 435 51882 106 206354 2.0 19.53 0.7588561837829416 nan nan nan
9182 1901 76387 120.015689722 38.9909540713 0.0777081 0.959496 138.256 109819000000.0 -22.241 544 52201 496 436750 1.0 1.0 2.2073505740924024 nan nan nan
9182 6103 76670 120.704799825 40.457409194 0.0421724 0.702613 54.9737 63490700000.0 -21.5775 545 52202 433 437738 1.0 1.0 2.11644501462026 nan nan nan
9182 3704 76504 121.529620005 39.3424102283 0.0645574 0.91445 73.4824 81101700000.0 -21.8285 545 52202 94 370253 1.0 1.0 2.085566090484523 nan nan nan
9182 3702 76572 120.782699663 40.2263735583 0.0933766 0.863467 4.36984 116654000000.0 -22.2679 545 52202 232 371316 1.0 1.0 2.3201811974789917 nan nan nan
9182 3701 646994 120.13796332 39.8400600817 0.0280891 0.634686 22.1878 5750660000.0 -19.5659 544 52201 442 437703 2.0 37.43 0.15553265113335152 nan nan nan
9182 1902 76138 120.647559412 38.7411877612 0.116392 0.836227 134.639 73334800000.0 -22.1739 544 52201 21 435840 2.0 27.34 0.6047926022268623 nan nan nan
9182 12701 76212 119.553305266 38.5353143453 0.0955307 0.701122 176.607 200194000000.0 -22.8665 544 52201 167 436724 1.0 1.0 2.3967896011818746 nan nan nan
9182 6101 76422 120.321277844 39.2168224228 0.0692977 0.901602 83.5037 38667200000.0 -21.2202 544 52201 554 436767 1.0 1.0 0.17660572903215394 nan nan nan
8606 3701 144128 254.997419646 36.0290774727 0.0573351 0.780117 124.339 50684900000.0 -21.5884 820 52438 116 -1 -1.0 -1.0 0.4637540417828377 nan nan nan
8606 12701 101149 255.029869751 37.8395021377 0.0633343 0.94191 115.674 58735400000.0 -22.066 632 52071 61 504510 2.0 22.44 0.577897416437678 nan nan nan
8606 9101 687223 253.572622355 37.622378197 0.0625867 0.883562 145.992 124860000000.0 -22.3086 0 0 0 -1 -1.0 -1.0 2.586830523314835 nan nan nan
8606 6101 144285 254.44755809 37.6877060265 0.0416946 0.498686 173.692 5550690000.0 -19.4145 820 52438 533 -1 -1.0 -1.0 0.6898085998366084 nan nan nan
8606 9102 144305 255.709053426 36.7067487022 0.0327918 0.425402 96.9698 6587580000.0 -20.0162 820 52438 585 -1 -1.0 -1.0 0.5612856314636708 nan nan nan
8606 12704 578314 255.979555141 37.3248749067 0.122719 0.706252 17.6424 103618000000.0 -22.1426 2971 54590 434 585002 1.0 1.0 2.2388738061460995 nan nan nan
8606 12702 144327 255.869931612 36.4366645326 0.0231691 0.873923 73.603 1147690000.0 -17.8228 820 52438 627 583766 1.0 2.0 2.2010002689085146 nan nan nan
8606 6104 578332 256.152916515 37.0075949241 0.0875442 0.865563 86.9357 70618900000.0 -21.7563 2971 54590 482 585019 1.0 1.0 2.427937790168875 nan nan nan
8606 3703 578290 255.848476565 37.6324692415 0.0319881 0.855052 32.3598 13880300000.0 -20.0155 2971 54590 376 505339 1.0 2.0 0.905043224955714 nan nan nan
8606 6102 144311 255.350049437 37.3828022848 0.121731 0.712454 156.336 165524000000.0 -22.6645 820 52438 601 -1 -1.0 -1.0 2.417532912301668 nan nan nan
8606 12703 598904 253.887902479 38.0648443937 0.116163 0.64757 58.1364 183683000000.0 -22.8262 5187 56074 90 -1 -1.0 -1.0 2.2533395487342016 nan nan nan
8606 12705 186546 255.517441846 35.4631559894 0.0566621 0.664031 157.271 25409000000.0 -20.925 972 52435 532 582046 2.0 23.48 0.043011469590036495 nan nan nan
8606 6103 101227 253.632772854 37.6313885864 0.0627991 0.890783 52.8541 38027900000.0 -21.0316 632 52071 218 581959 1.0 1.0 2.29859737523599 nan nan nan
8606 3704 144326 255.915542507 36.3849337159 0.0246675 0.379571 79.4539 1606230000.0 -17.6784 820 52438 625 -1 -1.0 -1.0 0.07973736354282925 nan nan nan
8606 3702 144262 253.793913226 36.9063091542 0.0235624 0.50548 79.9617 15958200000.0 -20.1094 820 52438 473 -1 -1.0 -1.0 1.0132562696319265 nan nan nan
8606 1901 687317 254.49813 36.0921 0.0374474 0.855476 138.314 1264440000.0 -18.4527 819 52409 619 581065 2.0 55.71 0.6195021264347029 nan nan nan
8601 3702 633435 247.612100338 40.7250813956 0.0290501 0.68144 27.7941 28030600000.0 -20.696 0 0 0 -1 -1.0 -1.0 1.7521231938334345 nan nan nan
8601 6103 143495 247.530374396 40.8801572026 0.0301334 0.402053 143.551 11728600000.0 -19.8068 817 52381 354 565318 2.0 19.47 0.6337381998697916 nan nan nan
8601 3704 143455 247.948553785 39.8142396526 0.0295479 0.740217 153.055 2558290000.0 -18.3562 817 52381 291 564317 1.0 2.0 1.9056085759943182 nan nan nan
8601 1901 223364 247.830317844 39.7441304576 0.0309313 0.772068 148.294 18741200000.0 -20.2723 1172 52759 626 547974 1.0 1.0 2.1309586120166366 nan nan nan
8601 12701 143523 247.718035556 41.2861515449 0.0938565 0.6425 77.7247 77188200000.0 -21.8073 817 52381 395 548958 1.0 1.0 1.3699972250082113 nan nan nan
8601 9102 100656 250.405718205 40.1634906532 0.0336364 0.606467 63.6084 68721500000.0 -21.6618 630 52050 359 579957 1.0 1.0 2.5741915702819824 nan nan nan
8601 6102 143461 247.711831631 40.0247994472 0.0279629 0.783227 15.5779 1599430000.0 -17.6532 817 52381 297 564304 2.0 10.17 2.041553081494372 nan nan nan
8601 6104 142974 247.641287575 40.5394009252 0.0300581 0.808577 15.7018 50288400000.0 -21.3255 816 52379 108 548474 1.0 1.0 0.9731422782744337 nan nan nan
8601 12704 604757 249.079028876 40.4226964568 0.102694 0.907808 10.2865 151689000000.0 -22.5401 6038 56090 578 -1 -1.0 -1.0 2.3596644829719744 nan nan nan
8601 9101 604759 250.181213474 40.4146659206 0.0258862 0.552132 71.5626 6341370000.0 -19.0822 6038 56090 774 -1 -1.0 -1.0 0.6618483024103796 nan nan nan
8601 12702 143498 247.591672626 40.9242421985 0.030559 0.948442 86.8167 10589300000.0 -20.3932 817 52381 357 565314 2.0 50.55 0.05966124572153166 nan nan nan
8601 6101 633444 247.724887791 39.8475661634 0.0281495 0.558738 91.8217 28674400000.0 -20.7115 0 0 0 -1 -1.0 -1.0 2.268596243351064 nan nan nan
8601 12703 142976 247.57407 40.59861 0.0288518 0.834526 14.3849 8463720000.0 -20.092 816 52379 110 548477 2.0 130.53 1.6960724183442433 nan nan nan
8601 12705 143784 250.12314401 39.2351144868 0.0297241 0.451484 52.1747 20544700000.0 -20.556 818 52395 382 566390 2.0 22.43 0.12002661314652992 nan nan nan
8601 1902 99965 249.557589993 41.9310529917 0.0279849 0.730754 175.683 10010100000.0 -19.6877 628 52083 240 208015 1.0 1.0 1.3612815502078035 nan nan nan
8601 3701 223362 247.853912837 39.6929341563 0.0283699 0.783301 32.0647 2925090000.0 -18.3098 1172 52759 623 547980 1.0 1.0 2.324713674532313 nan nan nan
9185 9101 687576 256.212282526 34.8173337086 0.0563626 0.688614 6.57976 37927400000.0 -21.5903 974 52427 491 531635 2.0 59.51 0.9482568993506494 nan nan nan
9185 12702 187771 256.84043641 33.388215607 0.101144 0.598911 23.1542 80254300000.0 -21.8532 976 52413 377 582183 1.0 1.0 2.3226829613266835 nan nan nan
9185 12704 187371 257.481180213 34.3043901023 0.0852625 0.831119 127.764 63020600000.0 -21.571 974 52427 633 583928 1.0 1.0 2.321163018664837 nan nan nan
9185 6101 594947 257.4913757 34.3701533513 0.0900779 0.611531 51.0711 73090600000.0 -21.7964 4994 55739 492 -1 -1.0 -1.0 2.323870203664957 nan nan nan
9185 12705 578784 258.582463596 33.5488846369 0.0379556 0.873953 1.7943 2053100000.0 -18.4765 2973 54591 235 585167 2.0 84.75 0.8481700499579395 nan nan nan
9185 12703 687736 257.40977858 34.4313234221 0.0807994 0.713029 90.0351 132763000000.0 -22.4417 0 0 0 -1 -1.0 -1.0 2.308126886592977 nan nan nan
9185 3701 187145 256.048376447 33.4607106456 0.0826696 0.836586 170.332 132372000000.0 -22.3935 974 52427 245 529705 1.0 1.0 2.394772473221305 nan nan nan
9185 1902 187018 257.314417248 33.6864323754 0.0553366 0.415927 12.2574 17363300000.0 -20.6527 974 52427 49 582978 2.0 39.68 0.563251671967683 nan nan nan
9185 1901 187292 256.398930517 34.7464176615 0.0392196 0.942784 151.721 4208050000.0 -18.9269 974 52427 486 531644 1.0 2.0 1.8908646314313984 nan nan nan
9185 3702 187308 256.664046275 34.5430022348 0.0302212 0.684304 106.536 17033700000.0 -20.2519 974 52427 515 582919 2.0 0.0 1.174733553001349 nan nan nan
9185 6103 578390 257.927282839 34.2122814365 0.0842172 0.840215 143.992 68762700000.0 -21.6636 2972 54586 8 533804 1.0 1.0 2.233569973541491 nan nan nan
9185 3704 594925 257.532896417 32.294166029 0.0296497 0.291635 4.95059 14580100000.0 -19.9909 4993 55738 129 -1 -1.0 -1.0 1.0380168613256744 nan nan nan
9185 12701 187287 256.179611837 34.5585186449 0.0328389 0.837469 73.3124 13287300000.0 -20.8415 974 52427 473 582098 2.0 24.78 0.7287943864069065 nan nan nan
9185 9102 578822 258.592168246 34.6612451934 0.0839626 0.825348 16.5882 60707700000.0 -21.5448 2973 54591 368 506263 1.0 0.0 1.9555160736169468 nan nan nan
9185 6102 186994 257.56685234 33.7518547155 0.038048 0.765329 16.0898 1503160000.0 -18.7104 974 52427 1 532954 2.0 135.55 0.48284801502007824 nan nan nan
9185 6104 578866 258.624775411 33.9022834592 0.0244589 0.541706 116.065 2268740000.0 -18.7807 2973 54591 464 519256 2.0 68.22 0.5379369779665899 nan nan nan
9185 3703 187084 256.84004912 33.9705863637 0.105788 0.860812 24.3277 85222000000.0 -21.9373 974 52427 152 531680 1.0 1.0 1.804282036245813 nan nan nan
7815 1901 120126 317.502202242 11.5106477077 0.0167652 0.751988 129.977 2764310000.0 -18.2051 728 52520 361 353814 1.0 1.0 1.3174779102055714 nan nan nan
7815 3702 120147 317.903201533 11.4969433994 0.0293823 0.889156 163.245 10163300000.0 -20.0207 728 52520 446 353822 2.0 27.71 0.5492241391899992 nan nan nan
7815 12701 120176 318.026426419 11.3451572409 0.0167432 0.515994 178.512 576775000.0 -17.5751 728 52520 531 364282 2.0 49.15 0.8776562554495675 nan nan nan
7815 6103 120127 317.388736588 11.5029226993 0.135043 0.892272 158.067 60800600000.0 -22.1347 728 52520 364 353811 2.0 37.66 0.4023777383272765 nan nan nan
7815 3704 120275 319.233949063 9.63757525774 0.0708847 0.941069 125.1 29588900000.0 -20.9546 729 52468 214 345675 2.0 20.21 0.6141637994337451 nan nan nan
7815 6102 120292 318.827736002 10.4968107833 0.129233 0.832874 175.179 127127000000.0 -22.4238 729 52468 279 363696 1.0 1.0 2.162886938074782 nan nan nan
7815 6104 120341 319.193098655 11.0437407875 0.0806967 0.942534 84.3669 26039300000.0 -21.537 729 52468 466 726064 2.0 122.23 0.6501964180769321 nan nan nan
7815 3703 120197 319.11342841 10.7676202056 0.070276 0.773512 8.03864 73900400000.0 -21.769 728 52520 632 724753 1.0 1.0 2.413001572968089 nan nan nan
7815 9102 119787 317.374745914 10.0519434342 0.0408897 0.517058 82.4605 2447600000.0 -18.9918 727 52207 55 349013 2.0 87.89 0.7050613372116245 nan nan nan
7815 12703 119997 316.964281103 11.2623177305 0.0715126 0.823788 61.5411 16521700000.0 -20.42 727 52207 627 353792 1.0 2.0 1.25830298276683 nan nan nan
7815 12705 689023 318.990452837 9.54307564379 0.0293012 0.455715 145.025 19515800000.0 -20.6117 729 52468 297 345666 2.0 37.32 0.4248823917876958 nan nan nan
7815 6101 119973 316.541566803 10.3454195236 0.0171611 0.373641 96.1794 395062000.0 -17.425 727 52207 538 344868 2.0 108.59 0.8341855594256808 nan nan nan
7815 9101 119969 316.639658795 10.7512221884 0.028215 0.570455 124.763 4778470000.0 -19.5823 727 52207 530 352281 2.0 38.82 0.5611532422754291 nan nan nan
7815 12704 120013 319.353761201 10.2316206875 0.0430806 0.456991 72.2178 28078200000.0 -20.7623 728 52520 32 723399 2.0 17.78 0.9976773331899002 nan nan nan
7815 12702 120072 317.943526819 9.27749462963 0.0394617 0.522312 108.327 1633850000.0 -18.7125 728 52520 214 345643 2.0 73.2 0.5524789783846462 nan nan nan
7815 3701 120071 317.918280237 9.34565198917 0.136342 0.823363 101.969 72059100000.0 -21.9316 728 52520 213 345638 1.0 1.0 0.9608223106641197 nan nan nan
7815 1902 120131 317.430068351 11.3552406345 0.0169457 0.78557 58.1744 2008960000.0 -17.9448 728 52520 374 353806 2.0 17.89 2.5045607936838286 nan nan nan
8253 9102 290510 158.207632004 43.1739467984 0.0291267 0.557537 47.3376 4949360000.0 -19.6179 1429 52990 60 1063112 2.0 65.52 0.4723936138731061 9.5 301.14963608722144 309.5818258976637
8253 6104 270186 158.251424806 42.9284226228 0.0446767 0.839847 133.862 38345500000.0 -21.2668 1360 53033 459 1238529 2.0 19.27 0.9142133138739422 -999.0 -1840.3782607796772 -1840.3782607796772
8253 3703 290607 157.343576151 43.1705891713 0.0272573 0.701081 54.9087 5360160000.0 -19.4506 1429 52990 217 1168250 2.0 57.75 0.4756637191772461 -999.0 -1400.9615981340953 -1400.9615981340953
8253 6102 290486 158.533014161 42.8092149147 0.0877491 0.665151 10.8606 63590600000.0 -21.6013 1429 52990 4 1250649 1.0 1.0 2.289731233016304 nan nan nan
8253 12701 290624 157.058861447 42.9680503539 0.0449915 0.307005 126.7 7016080000.0 -19.4058 1429 52990 244 1063070 2.0 25.69 0.5258269040459597 -999.0 -1049.6918206905334 -1049.6918206905334
8253 1901 290563 158.017034271 43.8592700691 0.028376 0.951887 88.6675 12361300000.0 -19.9602 1429 52990 147 1169244 1.0 1.0 1.4473307012967322 9.670000076293945 985.4813016501356 1027.9026821847442
8253 6103 269550 156.988511384 43.3182682084 0.105768 0.813102 161.817 154442000000.0 -22.6235 1358 52994 640 1064518 1.0 1.0 2.4720447522373825 nan nan nan
8253 3704 290554 157.606913115 43.1797785319 0.0448482 0.960103 46.7421 10520900000.0 -19.7511 1429 52990 135 1063100 1.0 2.0 2.5298855130091553 -999.0 -3572.3657849287106 -3572.3657849287106
8253 3702 290575 157.597552562 43.725082216 0.0288336 0.606792 3.59598 18082200000.0 -20.2401 1429 52990 169 1169224 1.0 1.0 0.7640491972680942 -999.0 -1256.824057770024 -1256.824057770024
8253 3701 269287 156.498316115 42.5272945428 0.051736 0.608753 177.061 21856200000.0 -20.4705 1358 52994 18 -1 -1.0 -1.0 2.5251600663740557 nan nan nan
8253 1902 270157 157.845819413 42.2771798525 0.0223874 0.637509 159.274 3539950000.0 -18.5438 1360 53033 411 1248404 1.0 2.0 1.6193015234810966 -999.0 -1296.6567532306876 -1296.6567532306876
8253 12702 591697 157.624183043 43.24218602 0.0987413 0.721783 43.3372 155063000000.0 -22.5961 4632 55644 556 -1 -1.0 -1.0 1.3262831138149838 nan nan nan
8253 12704 290499 159.153280005 43.5067783295 0.024637 0.320125 153.641 7655630000.0 -19.3278 1429 52990 32 1063145 2.0 19.05 1.4492126350187853 -999.0 -1054.4923283368664 -1054.4923283368664
8253 9101 290581 157.66051618 44.0127207743 0.028031 0.720337 155.748 34754800000.0 -21.0252 1429 52990 180 1066233 1.0 1.0 1.6799506145974865 -999.0 -1440.261054192517 -1440.261054192517
8253 6101 269865 156.628462328 42.0455277425 0.0431544 0.587602 54.1619 6208920000.0 -19.3454 1359 53002 532 1236224 2.0 26.88 1.0209782472130848 9.59000015258789 449.854728481355 432.55262353976445
8253 12705 270247 158.785349143 42.6388117276 0.0877147 0.538695 80.6497 64149300000.0 -21.6879 1360 53033 563 1236287 2.0 20.27 1.3920402126432383 nan nan nan
8253 12703 291396 159.382717136 43.653763908 0.0243203 0.488516 6.9993 14636700000.0 -20.0616 1431 52992 203 1168305 2.0 22.15 1.1931629420915062 9.670000076293945 539.7940921912195 661.2764144253368
8254 9101 291278 161.261701641 43.7047581688 0.0253261 0.832999 171.572 34987200000.0 -20.9905 1431 52992 10 1238585 2.0 0.0 0.700453205749354 nan nan nan
8254 6101 270850 163.249900532 43.0486136514 0.147919 0.780123 44.7175 113828000000.0 -22.3588 1362 53050 477 1246381 1.0 1.0 1.9020119651014715 nan nan nan
8254 3701 292522 163.501331325 44.4703730854 0.0485186 0.807987 130.748 14274900000.0 -19.9769 1434 53053 3 1063236 1.0 1.0 2.225969072177872 nan nan nan
8254 12701 291292 161.169643329 44.0661435706 0.025779 0.667411 53.6104 9358790000.0 -19.6911 1431 52992 32 1063189 2.0 16.18 1.1207496115246658 nan nan nan
8254 1902 270838 163.219110122 43.4284044416 0.0242371 0.892788 165.9 5057040000.0 -19.1102 1362 53050 456 1248539 1.0 2.0 0.7351361245310779 nan nan nan
8254 1901 293348 163.623252541 45.6852782547 0.0192211 0.846446 130.583 719830000.0 -17.4729 1436 53054 271 1068283 2.0 60.4 1.0285639136728615 nan nan nan
8254 3702 292542 163.682297724 44.5272903594 0.0524873 0.842997 99.4165 19205400000.0 -20.3006 1434 53053 38 1063242 1.0 1.0 2.23302986391129 nan nan nan
8254 12702 270864 163.518059429 43.5327687053 0.0368653 0.311926 100.588 2359890000.0 -18.673 1362 53050 500 1248546 2.0 45.13 0.6525271945529514 nan nan nan
8254 6103 292572 162.989174052 44.7601317834 0.140498 0.805947 84.7684 150292000000.0 -22.6776 1434 53053 114 1064610 2.0 16.55 0.7732406094047053 nan nan nan
8254 12704 292526 163.459037713 44.3644251134 0.0486684 0.628887 75.8823 10353500000.0 -20.2301 1434 53053 11 1063231 2.0 43.25 0.6777368478792587 nan nan nan
8254 3704 656429 164.082166985 43.7549018914 0.0359833 0.699909 117.184 28189500000.0 -21.0405 1362 53050 597 1236391 2.0 22.49 0.5208646167408336 nan nan nan
8254 9102 292541 163.701861642 44.8501801083 0.0374824 0.752233 140.37 2288160000.0 -18.529 1434 53053 36 1064623 2.0 39.7 0.7931403036171434 nan nan nan
8254 6102 292668 161.272632017 44.0542893849 0.0252582 0.722862 150.652 4182120000.0 -19.0377 1434 53053 294 1063191 2.0 29.4 0.6339885532455957 nan nan nan
8254 12705 271100 164.626414616 44.0434263709 0.0578862 0.650254 165.023 29373900000.0 -20.868 1363 53053 321 1093023 1.0 0.0 1.4253646928925414 nan nan nan
8254 6104 270889 163.993481975 44.3808286026 0.037321 0.680704 50.6349 2284710000.0 -18.3128 1362 53050 551 1167671 1.0 2.0 2.0659894346182317 nan nan nan
8254 12703 292750 162.051276058 45.5952899686 0.0500926 0.611498 164.851 7792550000.0 -20.3066 1434 53053 474 1171511 2.0 55.52 0.6465507413903061 nan nan nan
8254 3703 292529 164.039340951 44.4282567585 0.0374866 0.601312 66.1919 2922970000.0 -18.358 1434 53053 14 1167672 1.0 2.0 1.6521315976797817 nan nan nan
8456 3702 576938 149.025073314 46.1524789611 0.0675903 0.947162 147.306 44063900000.0 -21.2228 2956 54525 179 845411 1.0 1.0 2.488076593458038 nan nan nan
8456 6103 176935 152.130067521 46.0515501715 0.101413 0.950189 107.825 125473000000.0 -22.4011 943 52376 405 877004 1.0 1.0 2.17306215274408 nan nan nan
8456 3704 176724 150.228405882 44.7647927636 0.0278621 0.880997 159.829 3317450000.0 -18.5748 942 52703 510 897652 1.0 2.0 1.300258164995172 nan nan nan
8456 1901 156140 151.216783448 46.6900168248 0.0236803 0.841204 92.6729 10091600000.0 -19.5942 872 52339 220 869979 1.0 1.0 2.0778571463919975 nan nan nan
8456 12705 176753 151.284661833 44.5140468179 0.0263223 0.234262 42.2819 4942690000.0 -19.3169 942 52703 597 -1 -1.0 -1.0 0.6260927108462067 nan nan nan
